F_center,HWHM,peak_value,chi_square,R
256.648226973831,0.21026645242535325,0.25285732103057695,0.0008015375946185072,610.2928546458065
256.77513229723,0.4862775306561131,0.10783051779969736,0.004066785749056904,264.0211773210809
257.657669424334,0.14283022021034486,0.1344656674541795,0.00010406980725158385,901.9718272676599
257.68652464739205,0.2763993127143709,0.07939363411734354,0.00044699759375061175,466.1489967482001
258.58891591921144,0.12473442555238501,0.0434264263296777,1.6135423830826392e-05,1036.5579300744494
258.82634630465407,0.1844101686696593,0.12869078923865465,0.0007035029547300027,701.7680970952832
259.5408344021819,0.30006212997068227,0.3266806637958663,0.006420205076022003,432.47849108373066
259.89481348119494,0.4368529001926964,0.14633789598797514,0.017946518758373938,297.4626165541707
260.451181399487,0.21320830642405642,0.15086059290881948,0.0003874108867985177,610.7904184592785
260.8895557163697,0.15797977242454486,0.09708432414867134,0.00015444187814868106,825.7055688600171
261.7197098435403,0.28448768439037675,0.28530803822465617,0.0036281378329597906,459.9842527531103
261.7947701533005,0.30368180835009273,0.037606249466729365,8.28948398035699e-05,431.03466021826415
262.7039751450489,0.4274368353864262,0.1684942366487912,0.0047255064411604614,307.30151614980747
262.77162635765035,0.12784490602222132,0.09178979049051093,5.8633721765803224e-05,1027.696896706924
263.970920426731,0.18137000429632488,0.18077149172946505,0.0004832100091747267,727.7138285652009
263.98213328588946,0.20749544363023098,0.03016444359722917,1.8262272132324435e-05,636.1154940739833
264.7458769400283,0.3010796780486804,0.07586254485168076,0.00026999295734128235,439.66082110866114
264.96505556768545,0.26521796032392264,0.264553127077633,0.0016701448932005846,499.5232133677367
265.97344089895876,0.2223580645908778,0.0549507533604561,9.233864619244699e-05,598.0746445790711
265.98157381821784,0.12677074670707844,0.10006668793466156,3.262467330943024e-05,1049.065264373671
266.9734163260402,0.2304948851703883,0.2598295383476244,0.0012128315990572135,579.1308907542264
267.1046708142247,0.2536883115846087,0.04819336047351155,0.00017294634961750627,526.4426042055576
267.9890401807007,0.18674969476795544,0.02238406813222213,2.0852945020474417e-05,717.5086430895876
268.0588460201435,0.35261305475601534,0.3061258884462013,0.0038858277333573363,380.1034057085922
268.94857800927696,0.36850036056998636,0.09249479689188005,0.0008610652440464847,364.92308663317806
269.01764831022865,0.15760032799265655,0.15036317629324877,0.00023744063821033512,853.4806105313551
270.2309954963264,0.21272423491552783,0.07941352905138907,0.0002683104281175791,635.1673931360814
270.3647202915603,0.16258524697106447,0.11937824997990766,0.00021771555260347592,831.4552683235689
271.30012457273256,0.23283340560174204,0.21817171123444726,0.0014728740824489256,582.6056700746525
271.4696603210531,0.5961867870598243,0.14793648349144575,0.022413086906571098,227.67165107754434
272.49174885535035,0.14844005130923255,0.12468131009557545,8.272592189659314e-05,917.8511677003245
272.5431819026601,0.5228950153799587,0.18738757263558037,0.01401352294918281,260.60984890496434
273.38344953325947,0.1798557469983737,0.11456265861596289,0.00019066058835413358,760.0075452015761
273.69148472343255,0.19506961437208914,0.1445131415452034,0.00030778553654690373,701.5225964444023
274.5023229776192,0.1069853183199776,0.0218920603122289,3.6142150251104076e-06,1282.8971642474462
274.7502550585726,0.1463166580892057,0.06093831216852187,5.40222460284149e-05,938.8891827035308
275.3896759809481,0.3973887555533391,0.1940453942230304,0.004543256656329993,346.499079468775
275.93520424257423,0.3214639885012378,0.27321819950490644,0.0064810174009084,429.18524953458626
276.72028412402443,0.15996702048224742,0.10652866597829068,0.0001490717225462655,864.9291688055597
276.9587441181108,0.20530602194964498,0.1076976680047616,0.0005278643681631256,674.5022417950312
277.88322498871094,0.17622738372101665,0.03498809539191533,1.2464479861558085e-05,788.4223754596061
277.94101003465585,0.13734589508066297,0.09541523571199509,1.865584700309278e-05,1011.8286020540389
278.9398246475031,0.22384488187307783,0.07694970144354811,0.00019488174816929203,623.065004465156
279.0940512429402,0.17623609702765908,0.15896002530701187,0.00022418452903529113,791.818634065467
280.08432283768167,0.25287146972378705,0.1272665426450056,0.0005516705639056518,553.8076777574381
280.25611437645557,0.14085712202326728,0.09202275210728512,6.500282035834713e-05,994.8240825556619
281.02253923761396,0.1337396935643551,0.05485492310944425,2.9599428582106533e-05,1050.6325076271646
281.4107241303141,0.23190883750608893,0.146271075149858,0.000547748694168678,606.7270379959657
282.3112090185431,0.212464841815742,0.17625876929818118,0.0004816883767592927,664.37158874355
282.4632637015164,0.19613636874104512,0.033932162319959165,6.468395556706817e-05,720.0685561647339
283.24208837484275,0.16598370050127498,0.09934021923788383,0.00023216067727629342,853.2225981209133
283.5554893520755,0.21870015012426647,0.11759908961933642,0.0005569404945503426,648.2745649487618
284.4704917311063,0.4429464472667388,0.2125229387944028,0.007573524277475313,321.11160783258345
284.8384831419831,0.19630650611184763,0.15742707213898138,0.0006894561037195466,725.4942507603224
285.7239721271869,0.12132365087945995,0.057000987286104206,1.0632247696503012e-05,1177.5279183242906
285.72430988247055,0.43722766552639336,0.17216723077230747,0.005070440134617969,326.7454605582623
286.7424881308781,0.19508708164902644,0.08917818457888568,0.00014382418727705302,734.9089588790541
287.140279925247,0.3306744615315207,0.2487204968924308,0.0036008482081398667,434.1736561622496
288.02228531409855,0.15151719042983558,0.062154627946597124,7.668142903131806e-05,950.4607513412005
288.3814571286171,0.13950551894188723,0.04733960836591622,6.085252447894111e-05,1033.5844033838762
288.93586712458693,0.6920752550397766,0.11674152416596005,0.0073275611089091254,208.7459889806207
289.25522734785324,0.326319476392702,0.3488656800307825,0.004542182447870511,443.2086471598701
290.34640037872174,0.14749485332115309,0.05774190379802751,2.003099512059983e-05,984.25942953591
290.6173645851766,0.16226933786368525,0.08954959650588819,0.00010224060050843823,895.4783707483616
291.341853120666,0.1737336442901647,0.09587093498212346,0.00012373647783927983,838.4727503731966
291.7043706079724,0.19089373418556788,0.10959559442824997,0.00020798791026150994,764.0490974009824
292.518236355128,0.18128152614786908,0.0858264598169048,0.00020213832160357866,806.8065251075957
292.7827694584299,0.2068855088276842,0.13732006737609734,0.0003068046166241781,707.5961267598735
293.86506623673023,0.1574726192729361,0.10486706131741029,1.9236071795557265e-05,933.0671820711726
293.89608233146936,0.1601392640476489,0.013248940686901542,3.50138404148268e-07,917.626554859218
294.99301147356044,0.15978459220811336,0.031244832033774643,7.634994272469223e-06,923.0959236962699
295.1252326801571,0.19055118946610294,0.13671442905694853,0.00011282111458407072,774.3988203565027
296.069130415657,0.1812732239513979,0.03610495837329195,1.1173818042442862e-05,816.6377911804494
296.1525285416246,0.1496661410686555,0.09017685641857862,3.100035573558836e-05,989.3771778540486
297.4679570505528,0.4535114621196099,0.33098784563881467,0.008654062683596671,327.9607925015334
297.7043735569706,0.2673217109799193,0.03758850178795181,0.0001286253648698565,556.8278993608072
298.6113452753249,0.3574678661418407,0.0769037794377144,0.000553467486901808,417.67578789423
298.65513156977124,0.17018290903982125,0.14780337214320544,0.00018641706371286013,877.4533625462021
299.75681105825385,0.31474805406399775,0.1547990987901076,0.0017898041895684353,476.1853285315376
300.1028982806565,0.2020997868636396,0.15829251702418515,0.0009310801896760363,742.4621839980994
300.9221197857024,0.4138190525660945,0.11390796558842989,0.003118139102564165,363.59142712217147
301.02881875437276,0.1893965876350454,0.18294863510716458,0.0005970286056262798,794.704969380006
302.1243215039744,0.23072748743994365,0.2500408092225222,0.0008491394040070609,654.7211276303061
302.1796572093288,0.4396720823206748,0.08993419584352555,0.0019034564567104123,343.6420793587414
303.39555153463505,0.42027992918944546,0.10970087669445903,0.0018430562714226149,360.94461151138677
303.5709715500357,0.1925374126512971,0.17869888254675415,0.00040576252640407663,788.3428144425899
304.5972425959712,0.20184750857570943,0.059401324784431955,9.095626642322086e-05,754.5231663875657
304.90415581015026,0.3669900655274101,0.25801079944256866,0.008094768920606121,415.4120021913472
305.72711461478326,0.3752742211832849,0.06085496462569464,0.0005410416274805746,407.3382840563745
306.01105054993576,0.41216769739522796,0.31302452970235456,0.017122967352076284,371.22153492841716
306.98031528682657,0.5913159817665972,0.08073108983367522,0.0026962174481569953,259.5738359461398
307.1153990639106,0.3242356465917344,0.32873461937687937,0.007455506188190894,473.59906643858164
308.0688687413623,0.24619666484229485,0.0581014719142776,9.47071296968801e-05,625.656056183175
308.24729841899267,0.2781646412959431,0.2432182490121044,0.0015379158521255515,554.0734742253676
309.33263542074303,0.3140329026171076,0.184627660837856,0.0015608944815700757,492.5162822793517
309.4009304756509,0.09800352246184962,0.004599785058021338,8.226184514159825e-08,1578.5194384012734
310.5938143908082,0.2559941239747934,0.26853921985090223,0.0011417415891054959,606.6424681321806
310.699736232994,0.5541819532067791,0.11417859923014052,0.005928270036794669,280.3228564509608
312.0705549227544,0.14621046653717462,0.09181404734933829,2.381311052141394e-05,1067.1963584884984
312.0788687607271,0.2051905297174439,0.03372701615057945,8.337280328661436e-06,760.4611898767283
313.21977467723474,0.19173321334351234,0.05702169633754185,0.00010651835659805118,816.8114673905378
313.4328679921623,0.23667429667433204,0.16417634833927208,0.0007436057616599276,662.1607677648482
314.02918753991787,0.5812818546066021,0.16031233004085582,0.008231207242979986,270.1178310068232
314.88425182726866,0.3407204448707388,0.26973671253237075,0.014970881554496588,462.08593667856974
315.4980488333059,0.2783338339288044,0.04690197397943942,0.00037076067269230115,566.7619426282322
315.9781065556311,0.4765206868973737,0.30014611282794934,0.021070355186063892,331.54710303655924
316.88658875099446,0.24954122886543173,0.05928263809545152,0.00012556348617059337,634.9383430380548
317.1150531760611,0.2641009251176971,0.19067566052174212,0.0012113348767681677,600.3671759853513
318.2601153018324,0.2065914438013503,0.06264556155383004,0.00018712982890128232,770.2645120382091
318.639295166856,0.4080721253181039,0.24739862229849255,0.014697310709549827,390.42031469126636
319.4690612214196,0.5474066601795418,0.1018474455849099,0.006234299845490512,291.8023148609831
319.4769323194657,0.2525878006484381,0.2811290897139789,0.002830222968433052,632.4076845740593
320.7503000918938,0.36436506135646196,0.08321609736814892,0.00038867733530976154,440.1496385215988
320.902176107323,0.21680188325237393,0.18320935716050402,0.00034922033170840144,740.0816157435505
322.07817527197847,0.17411425474670517,0.024876049090758016,1.243215604742533e-05,924.9046717643125
322.2880320904832,0.2713759703265797,0.20712307251771142,0.0016535836388406923,593.8035554559876
323.2375677403213,0.24651102357893917,0.03414739103751446,5.424618368487616e-05,655.6249758072428
323.3929859159107,0.4388508491743912,0.3210068578715384,0.007430498809133774,368.45432397397536
324.5756705333407,0.5837186464146336,0.09726579807266256,0.002194660482877505,278.0240724936381
324.646633790472,0.23435895931560258,0.23886149279057642,0.0012766797597956174,692.626888979487
325.9892032842289,0.17465527809870918,0.02792157061326047,9.371958678226214e-06,933.2360488412809
326.0613650532719,0.17175736980127487,0.10762668939689111,2.6686801904657513e-05,949.1917739265815
327.24825029169284,0.26283869816766914,0.08597188236132047,0.00045582237195843783,622.5267675061604
327.470098993848,0.17064291711553903,0.0970714326586991,6.0667714446443846e-05,959.5185798778988
328.5985961978442,0.22735789440034604,0.20173539770857424,0.0009580560341156711,722.6461105837548
328.60745831310294,0.30978385712903855,0.04407481843097736,0.000132868091710518,530.381830348609
329.5929904572624,0.6127362932772125,0.14864989765896008,0.007302184729547494,268.95174488068784
329.857255770014,0.23213694736342227,0.21349050474758818,0.00138667295578493,710.4798687078571
330.9874276114734,0.5913591417237345,0.29484515529613875,0.022020749374282025,279.85314190517823
331.5059391328481,0.21069779409373757,0.07904796032561417,0.00020721139747585318,786.6858325658693
332.46036845462703,0.1508607426864872,0.002640890175149157,3.582078034855384e-07,1101.8783367172366
332.6068164881269,0.3805216601072676,0.267433795901812,0.006346615995924234,437.0405831751684
333.5654707706494,0.45005076641396413,0.11475520614395111,0.004172998493183726,370.58649341775634
333.83781987706004,0.27848326167232895,0.23207860844536923,0.004665195035495512,599.3857905001536
335.1341099228973,0.42821958649329117,0.14375876451458705,0.006398054647986382,391.31104752508537
335.1393962908772,0.18715362786843692,0.16666011129806999,0.00040298871154870246,895.3590697329938
336.4033429901175,0.1784866121253692,0.037231803491180576,7.063178234231247e-05,942.3769631355527
336.7195330867789,0.32820649807227764,0.21797505172688447,0.0029241824554323568,512.9690226496164
337.81152058658296,0.2051014329177212,0.10253513117277832,0.0003363949943944585,823.5230631521232
338.11440830300853,0.203099192043523,0.08395667104062113,0.00024014277033486593,832.387379046177
339.24228531570526,0.4122458921040848,0.389436180526051,0.00994504300882776,411.4562349963363
339.2453764349669,1.0422079342414912,0.10841978013285997,0.019700046823721916,162.75321137420931
340.58654623658407,0.24835118530989542,0.052311478125333745,0.00012144161193052687,685.6954312732519
340.72056760409635,0.21942983364772317,0.17606817986402756,0.00027067188960512546,776.3770357477817
341.93120739096804,0.4108773802645558,0.1264029951039992,0.0016947767436841033,416.09884580504934
342.02387679027726,0.16890993184324143,0.11061664833928027,7.96701868540109e-05,1012.4445408802129
343.23804114261793,0.27726426286909267,0.10898849578560732,0.0006393008472255694,618.9727402854548
343.624350727836,0.30408509643220794,0.2333262733766712,0.003814280965421191,565.0134695181334
344.50738637792716,0.28978656439617057,0.12612169196622092,0.0008559983737722392,594.4157333446059
344.8146612483873,0.24136264166333676,0.16353455636353495,0.0005720331102762128,714.3082684049962
346.1609505626256,0.18567784339664062,0.11828093190665832,0.00013553258388750055,932.1547047031474
346.4114177244891,0.3279819610673753,0.1498771666197205,0.0014502323269897641,528.095229074699
347.44843596027323,0.16211483463724186,0.03668062125179876,7.840842425337389e-06,1071.612097491711
347.6576892297626,0.22779689702388684,0.1319958520780975,0.00028336236924407596,763.0869730269134
348.57088955320626,0.4529101369321513,0.11687709546879332,0.0013723226723021625,384.8124176622528
348.88108981344,0.2584079416041307,0.21949901705568084,0.0010605337415697442,675.0587610575647
350.2306838660338,0.24344465322913877,0.22995014435992742,0.0009150702709379136,719.3230149449703
350.3689583776397,0.47372643677376214,0.09005312045208815,0.001676730453322979,369.80093486419213
351.5142337107693,0.30286526451521034,0.08279158153403071,0.0002392906364592349,580.3145406480177
351.77316515428834,0.32497426400244045,0.27546575948133467,0.004296194730598821,541.2323437889941
352.75952199242505,0.6427890510041461,0.10541123420909382,0.0023460189223095313,274.3975814782117
353.1110761611686,0.4176093398985228,0.37380129924515043,0.008882082920359404,422.77679451203494
354.4721284328175,0.6836039482440526,0.12578950351139392,0.0062172815836445735,259.26717461428984
354.76701282931197,0.2609849859741502,0.2246490352011691,0.001963776734983262,679.6693907603761
355.891313383805,0.22071380519681005,0.03809079916164111,3.089399697330818e-05,806.2280315145159
356.11683179475074,0.5088021694904108,0.2938235947414939,0.012924897778263953,349.9560862244538
356.93970677814593,0.2936762552946037,0.14156598262955059,0.0021952085295616295,607.7095106311523
357.42485512636694,0.33024431405823784,0.17571819245874543,0.0038588076543293517,541.1521711518943
358.3603142630969,0.8179992494582671,0.11248399312391173,0.005408587777539967,219.04684784272519
358.9780840024778,0.5930145649487186,0.3367075059230966,0.023044754390226675,302.6722320332222
360.3130442376792,0.37586189194292086,0.013957749909219944,3.164810637562957e-05,479.31574331083965
360.456956310187,0.44238613477044875,0.3626072684155688,0.013533273131177687,407.40082925205803
361.51395964213333,0.1765131025052873,0.06629276829066334,3.763524734104162e-05,1024.0428458598549
362.0351402546019,0.267949833940319,0.11505826463664925,0.00034162329299695113,675.565151376878
362.7344487630591,0.24016423948091847,0.09365027261597753,0.0005826813568919482,755.1799750601069
363.2793466387082,0.17783405694740906,0.0719818974261869,8.483121369977425e-05,1021.3998175449063
364.36312424811223,0.20192543033751154,0.08321162192678366,3.6609962938313764e-05,902.221982736626
364.6555255271846,0.2668235401941308,0.12218688060746345,0.0002376857751182902,683.3271256012024
365.84984689758824,0.2794218654876559,0.23443507820673795,0.001538355230057679,654.6550075082625
366.04044882982294,0.19409456829561167,0.012838415701509126,1.1294157631136997e-05,942.9435662319326
367.2164804152684,0.4551792124537948,0.19910165496775667,0.005273792792390587,403.37571484829675
367.5068122292648,0.21781358773193626,0.14150634168364565,0.00028214877173930947,843.6269198264077
368.8731339165393,0.3537694624444918,0.055257883920423606,0.00016376405665729284,521.3467710973179
369.03346466868186,0.28074926802931843,0.25275784146538627,0.0006794033962055124,657.2296114234997
370.43256262749986,0.23088375756216162,0.034922665552050064,6.009817405664375e-05,802.205764794362
370.6576633393524,0.3007699877409211,0.25186275573959327,0.002120039114888051,616.1812654968611
371.7341971448141,0.2883118550062822,0.16491919662247123,0.0007130738986470958,644.6737979898783
372.0370249541318,0.15949055652141686,0.032558447891046144,1.2909258906050046e-05,1166.3293208967316
373.02097379826915,0.38425788679079265,0.11879824447256523,0.00140540416385686,485.37842243607435
373.5019365768059,0.3987360193207732,0.28802287292720846,0.008245683568444608,468.3574075061588
374.62966537058054,0.3536173832785774,0.12053795872801765,0.0020070762965814074,529.7104767548288
375.21637036726634,0.4590770046002872,0.32589171218538654,0.022850432276836773,408.6638696856126
376.1878520202001,0.188756130959713,0.07973725377222575,4.7901819114806745e-05,996.4917433608857
376.6204427288355,0.3706350345575278,0.12541039858972103,0.0007669879787466772,508.074531025451
377.9409522889999,0.19993254950953765,0.14409703584407665,0.00012694172755656395,945.1711420079962
378.03758857447605,0.28776439664655684,0.048496523038710194,0.00015726779900261683,656.8526075148834
379.24955567258314,0.13935172031936527,0.00850785453088351,2.5774201960029606e-07,1360.763809744945
379.90109544867954,0.19196109902226333,0.07435790245646967,3.329595212003352e-05,989.5262565792542
380.8426495114589,0.1826681030966255,0.09647322894957416,6.65575614065442e-05,1042.4443103512315
380.99679722128593,0.2995071770585984,0.0696017609416339,0.00018877454756372603,636.0395115786225
382.3317940504873,0.18649554878697439,0.06466178010634316,6.931779440153632e-05,1025.0426794025202
382.62854243617954,0.2830937345333149,0.13397570728365113,0.0005996292575778135,675.798323595804
383.8050270276637,0.4663308602902836,0.09470457250952023,0.001936810042884209,411.51579244482247
384.0638475092043,0.5437782495503714,0.3495174471883129,0.005876487652425037,353.1438116794589
385.19942251867394,0.5660716622641091,0.19143804077449192,0.010801055706099528,340.239097094171
385.76967052547076,0.2767808604886457,0.1994542732999788,0.0028637583115658006,696.8864643393507
386.89124998601267,0.27800407612769207,0.17471707189481206,0.002047747123193873,695.8373693202736
387.41376648761633,0.3055002505701421,0.19058773978983026,0.0020891317918575636,634.0645642100171
388.5088167165738,0.16424951072328287,0.009791640885038573,6.173038618897154e-07,1182.6787641733338
388.63341765692303,0.42677023328004937,0.19899641743407506,0.0016972683996816132,455.31926473641767
390.0884671147209,0.34123045608713287,0.17436996522752873,0.0014965183975135803,571.5909294671989
390.2925949815106,0.1242997156726704,0.0018451611139313731,4.530127250851586e-08,1569.9657592512244
391.60518444873946,0.3796302759971728,0.13401344731549095,0.0013220983295488891,515.7718037900325
391.87475528347585,0.17500951650405971,0.06865311611786239,5.982700520882487e-05,1119.5812750970758
393.0977245032007,0.2762164323218761,0.15367174366892578,0.0012302855469039971,711.575559062182
393.5705485083159,0.30741782525431627,0.16507949053705415,0.0021450431892058386,640.123174677214
394.63374535985116,0.6562519777312272,0.2762744328302228,0.02780745749659202,300.6724236658044
394.94821338592834,0.20119239525952315,0.11118041000928267,0.00026983443934978273,981.5187419894144
395.9074461277728,0.42117655151956046,0.19324793845658958,0.0023300865904586025,470.0017661232334
396.39901058028966,0.25235806259813254,0.1589711297195961,0.0003248912279646207,785.3900257816115
397.9445469315472,0.2551768042265994,0.09517378354376141,0.00018376091396269423,779.7427907635538
398.5568857089486,0.36070346269529563,0.23163414158236298,0.005334195382971326,552.4716656873761
399.55960606893944,0.2914521761530393,0.1198636277375863,0.0005523449895324862,685.463411772801
399.88599341490567,0.288529827003873,0.16873016943646252,0.0007001755325726779,692.9716722312005
401.17633397110325,0.20798853925303473,0.05562226685137941,6.286589222293106e-05,964.4193266895347
401.46903467210353,0.26460401651035337,0.12450892797933326,0.00078438663569273,758.6223368162572
402.3793548774124,0.5740652318227959,0.09578287178386448,0.0010112792271619441,350.4648361996778
402.87706678411206,0.5922015733185029,0.43206162587520097,0.03886488519453276,340.15197268602435
404.3455330167147,0.36540359859305815,0.12445368006244187,0.0021831562949591976,553.2861944622298
404.65914943046073,0.2772758607554975,0.16248989803874733,0.0014763460565349656,729.7049738262108
405.75626686037987,0.7046286066596998,0.09458847224028412,0.001618355707339963,287.9220791104921
406.14963137535625,0.521319960263388,0.41291550778795644,0.020791679781654346,389.5396899537053
407.2860959971659,0.3209205672142559,0.093477782474223,0.0007705208527228701,634.5590429628804
407.58510468653157,0.322050045698542,0.2125139887758284,0.0017035829997879485,632.7977749583297
409.13596841410566,0.3474632054945088,0.10651486904811391,0.0014828439675486711,588.7471852333606
409.5834299712009,0.21222533055101378,0.09505719624459061,0.000575836388860948,964.9730051256702
410.45526983089104,0.5226899730977637,0.26937051297561804,0.00870698424358398,392.6374054951688
411.0106545840147,0.4603640768056154,0.3260153292696211,0.010626569669925087,446.39740076587276
412.6515707204886,0.23813970255186656,0.1321915840288933,0.0002461018254876529,866.406496477868
412.88391828932254,0.39294984663805055,0.18180496665242699,0.0041247857331974495,525.3646512676125
414.04172855778035,0.29558952422900897,0.031003855805029602,0.00010825428756705262,700.3660390836452
