,F,NEPkid,MDLF,eta_circuit,W_F_spec,NEFD_line,NEFD_continuum,Pkid,pwv,EL
75,255456851447.39972,9.567456086334605e-18,5.170141985421156e-19,0.05506247325563185,597395608.4919063,1.9704841269258414e-26,9.852420634629207e-27,8.69196656614267e-14,0.5,60.0
76,255847724965.95575,1.1104327022796645e-17,1.585181892221845e-19,0.2054811999912582,770541404.1898448,4.683986331727227e-27,2.3419931658636135e-27,1.247850380941743e-13,0.5,60.0
77,256204357570.06216,1.1169255393307993e-17,4.2125731698343e-19,0.07848785166871484,763480692.2101914,1.2562668364964313e-26,6.281334182482157e-27,1.1930331542467182e-13,0.5,60.0
78,257016752810.98093,9.085824872723135e-18,1.450186666572758e-19,0.18606435318174055,542788195.534013,6.0831147661032624e-27,3.0415573830516312e-27,8.536723989542437e-14,0.5,60.0
79,257077482011.28946,5.627099897281342e-18,1.7064319315471057e-19,0.09798356784225891,968140076.0472571,4.0131303626930035e-27,2.0065651813465018e-27,3.694276010650664e-14,0.5,60.0
80,258061060504.4482,1.0032950385460993e-17,2.5789718393401328e-19,0.11801846796495241,421626069.70005804,1.3926809669231953e-26,6.963404834615977e-27,9.780781853675617e-14,0.5,60.0
81,258309382706.7521,1.2137776938251144e-17,3.4533597343906464e-19,0.1068290654159918,799280672.5587671,9.837279387793088e-27,4.918639693896544e-27,1.4266799206765485e-13,0.5,60.0
82,259079328367.70538,9.081466601908741e-18,3.456203034756332e-19,0.08031084206330141,777908016.1893437,1.0115875992043021e-26,5.0579379960215106e-27,8.186853015688988e-14,0.5,60.0
83,259655195638.40283,7.747584099724759e-18,1.294093950286503e-19,0.18164936318273076,523095118.6553544,5.6327131626883544e-27,2.8163565813441772e-27,6.458667985448177e-14,0.5,60.0
84,259669420347.07025,5.809145329833973e-18,1.9086611473495017e-19,0.09238499176524388,890820535.4736735,4.878329261681684e-27,2.439164630840842e-27,3.813050524668567e-14,0.5,60.0
85,260750755291.9933,1.0113569368348626e-17,1.560123676108524e-19,0.19757590778074194,429134163.4557562,8.277485600299475e-27,4.1387428001497376e-27,1.0040146931255057e-13,0.5,60.0
86,261267670712.3583,9.770381845316272e-18,3.761395896579177e-19,0.08013019063410338,460218888.44927484,1.860874581552708e-26,9.30437290776354e-27,9.122772069123827e-14,0.5,60.0
87,261517779045.44305,6.423317051697326e-18,1.0375279207092192e-19,0.1904356230380828,411301184.2748117,5.743443183359834e-27,2.871721591679917e-27,4.689355182912293e-14,0.5,60.0
88,261769244602.1383,8.394680132968754e-18,1.9018255832008414e-19,0.13620855581651725,330189201.44954777,1.311415509895891e-26,6.557077549479456e-27,6.995983409962428e-14,0.5,60.0
89,262159650567.23697,1.0014664692382058e-17,1.1058330020653111e-19,0.27888803392150346,609533245.1883605,4.130709421770334e-27,2.065354710885167e-27,1.0372234231814779e-13,0.5,60.0
90,263597590732.0406,9.129949471083221e-18,2.20459536228007e-19,0.13330970135367068,374210872.2294287,1.3413588675461774e-26,6.706794337730887e-27,8.170796988773238e-14,0.5,60.0
91,263822233818.94894,9.968137132619102e-18,1.9701918915922944e-19,0.16213109060217593,461649909.5403489,9.716911986587346e-27,4.858455993293673e-27,9.81801357792164e-14,0.5,60.0
92,264199977587.38718,8.092423140983498e-18,9.524227055665622e-20,0.2677474961940731,467140082.44407946,4.6421065410326466e-27,2.3210532705163233e-27,6.967086855988642e-14,0.5,60.0
93,264993870012.22208,5.529111450256769e-18,1.58873590197919e-19,0.11035677138828524,557777057.6535902,6.485202764966785e-27,3.242601382483393e-27,3.4170361339913196e-14,0.5,60.0
94,265259938969.10666,9.870954270451438e-18,1.8805557179202377e-19,0.16592317998259976,649546965.7256943,6.591862555716348e-27,3.295931277858174e-27,9.770503503916406e-14,0.5,60.0
95,266046408071.03,8.929486877880628e-18,3.7035893586377295e-19,0.07678559736881006,754249348.8153613,1.1179963356878683e-26,5.589981678439342e-27,7.812775903849585e-14,0.5,60.0
96,266096123562.33948,8.02382208415714e-18,1.5568449090500528e-19,0.16375919424192076,656449632.4162827,5.399784622991424e-27,2.699892311495712e-27,6.783774149396894e-14,0.5,60.0
97,266768153616.41592,7.242060050233825e-18,8.860297631356995e-20,0.2615037467774398,474264616.7235057,4.253633646142495e-27,2.1268168230712477e-27,5.78719205341241e-14,0.5,60.0
98,267598605041.94907,9.964824230527382e-18,1.8007967257636556e-19,0.17920305496058592,485353043.18954456,8.447718464180425e-27,4.223859232090213e-27,9.905815055922847e-14,0.5,60.0
99,267861273531.55298,7.825822889653594e-18,1.54302215354126e-19,0.16395279239880786,362607807.71076125,9.688744573889677e-27,4.8443722869448384e-27,6.210936007601786e-14,0.5,60.0
100,268541417599.84216,6.406976681548927e-18,2.9126774317510906e-19,0.0712663730078619,969972803.0330184,6.836996064559216e-27,3.418498032279608e-27,4.390502435381454e-14,0.5,60.0
101,268642622713.96906,8.524060389851949e-18,1.1711021621268996e-19,0.2349905627498682,831107094.3291626,3.2082654159049712e-27,1.6041327079524856e-27,7.924580812465263e-14,0.5,60.0
