,F,NEPkid,MDLF,eta_circuit,W_F_spec,NEFD_line,NEFD_continuum,Pkid,pwv,EL
126,282691275202.3981,5.182677693558166e-18,1.4209933138850896e-19,0.1317587620660535,470568270.47005606,6.875462073178698e-27,3.437731036589349e-27,3.0493484356579047e-14,0.5,60.0
127,283359132561.3992,8.288126826883019e-18,1.7046038540292895e-19,0.17599761385645993,520762403.33234185,7.45274633850139e-27,3.726373169250695e-27,7.070105274657406e-14,0.5,60.0
128,284446071052.1657,6.306358832201837e-18,2.4227005972754587e-19,0.09514607559175803,473745626.25221074,1.1643593348580527e-26,5.8217966742902635e-27,4.1067281998937504e-14,0.5,60.0
129,284698162274.88544,5.151891422181995e-18,3.249501782723911e-19,0.058303217032896745,659466503.924977,1.1219061650256303e-26,5.609530825128151e-27,2.8479007591862853e-14,0.5,60.0
130,284971369229.594,7.747052433642136e-18,1.5418393723080927e-19,0.18451889525948023,712960190.7241863,4.923867379354104e-27,2.461933689677052e-27,6.533946247226545e-14,0.5,60.0
131,285271689330.3574,5.274114031866909e-18,1.8091225857509034e-19,0.10757393020348256,583808792.5486425,7.055533536870495e-27,3.5277667684352476e-27,3.189202710577628e-14,0.5,60.0
132,285959136656.54535,8.626806328547658e-18,1.9091094694918969e-19,0.1727386792118569,520931047.0285416,8.344168902297617e-27,4.172084451148808e-27,7.645472209550338e-14,0.5,60.0
133,286481976313.1296,8.413534131511089e-18,3.601614955900021e-19,0.08900965382330127,954453533.1684822,8.5916185610301e-27,4.29580928051505e-27,7.310664493288732e-14,0.5,60.0
134,286756505249.7282,1.0214986590699687e-17,1.3600220812390717e-19,0.28273093416131745,580605738.4387461,5.333313736460877e-27,2.6666568682304383e-27,1.0599644625007477e-13,0.5,60.0
135,288178880984.6733,5.424927186235175e-18,2.264727555775741e-19,0.09078961565279416,613359639.1787412,8.406849370170982e-27,4.203424685085491e-27,3.2969650942052244e-14,0.5,60.0
136,288439526073.23474,6.950398727164942e-18,1.329383687569042e-19,0.1988196697356021,549637686.8494179,5.506889201837728e-27,2.753444600918864e-27,5.291427484206824e-14,0.5,60.0
137,289392071133.7208,5.5606877314533326e-18,2.896707904973452e-19,0.07382051713331027,565602382.3945651,1.1660736210388135e-26,5.8303681051940675e-27,3.338958026130355e-14,0.5,60.0
138,289669368456.26434,7.660132073379411e-18,2.980601625585922e-19,0.09839046679110723,868593760.0752136,7.813034199345082e-27,3.906517099672541e-27,6.107389249875729e-14,0.5,60.0
139,289793810200.1148,9.564209521752914e-18,1.3676305646068486e-19,0.2669854208424864,498898977.85034156,6.241495767995499e-27,3.1207478839977496e-27,9.311122264935194e-14,0.5,60.0
140,291175112481.3431,5.915211070123573e-18,1.8243595289643816e-19,0.12471972402081907,528323031.61734056,7.862187235576146e-27,3.931093617788073e-27,3.83194880479031e-14,0.5,60.0
141,291500098452.04785,6.867578982877687e-18,1.3063790766776508e-19,0.2023526946997182,582849345.7747151,5.103233018759971e-27,2.5516165093799857e-27,5.1482665819598244e-14,0.5,60.0
142,292533792368.338,5.167731502734082e-18,2.2387604264560886e-19,0.08982962397768166,476532305.56095755,1.0696649608669116e-26,5.348324804334558e-27,2.90249804968317e-14,0.5,60.0
143,292791723812.7607,6.738898647703718e-18,2.6116140751236823e-19,0.10114860482186207,577383235.4872972,1.0298579529483353e-26,5.1492897647416765e-27,4.7356766844132036e-14,0.5,60.0
144,293096749756.54517,7.255278699838324e-18,3.3363970239724447e-19,0.08595421411611291,779326579.4214265,9.747443649591737e-27,4.873721824795868e-27,5.4735174777363725e-14,0.5,60.0
145,293194831293.3888,8.732473793916889e-18,1.509600005683913e-19,0.2292060215749313,564586997.4374181,6.0878439721617615e-27,3.0439219860808808e-27,7.908189166359183e-14,0.5,60.0
146,294115010955.7877,7.191847577451043e-18,1.5392331455501156e-19,0.18409678661320403,631458379.2600158,5.549989642834204e-27,2.774994821417102e-27,5.6829487411012113e-14,0.5,60.0
147,295448198876.2142,9.21749682769769e-18,1.3836747790544895e-19,0.2639641214790823,528204082.7963337,5.964372615403072e-27,2.982186307701536e-27,8.621268906706133e-14,0.5,60.0
148,295523921385.4448,5.60398210016773e-18,3.3551665044120445e-19,0.06629321266062052,882481147.4535975,8.656476165906806e-27,4.328238082953403e-27,3.415763099736303e-14,0.5,60.0
