,F,PWV,EL,eta_atm,R,W_F_spec,W_F_cont,theta_maj,theta_min,eta_a,eta_mb,eta_forward,eta_sw,eta_window,eta_inst,eta_circuit,Tb_sky,Tb_M1,Tb_M2,Tb_wo,Tb_window,Tb_co,Tb_KID,psd_KID,Pkid,Pkid_sky,Pkid_warm,Pkid_cold,n_ph,NEPkid,NEPinst,NEFD_line,NEFD_continuum,NEF,MDLF,MS,snr,obs_hours,on_source_fraction,on_source_hours,equivalent_Trx,skycoup,eta_Al_ohmic
68,252015785749.88574,0.5,60.0,0.956997954231445,500.0,504031571.4997715,1008063142.999543,0.0001066590098440979,0.0001066590098440979,0.8386635524160967,0.6,0.9733719322834236,0.39061381766790243,0.9690867037270687,0.1632717278439366,0.32,16.954236011450178,19.958070048136186,20.312223106041067,24.22776948548692,32.55698137680878,23.215049922046912,9.366003106824174,6.330749241860293e-23,6.38179497829166e-14,2.5698021873131846e-14,3.741727133753965e-14,7.804382999659948e-16,0.37911532865987446,7.669804945362276e-18,4.6975707592765023e-17,3.0379324057134473e-27,1.5189662028567236e-27,1.5312138445618302e-18,6.725171296664462e-20,0.002971143126447645,5.0,10.0,0.36000000000000004,3.6000000000000005,51.54817058885419,0.1589022333438969,0.9986387295462837
69,252519817321.3855,0.5,60.0,0.9579185596270507,500.0,505039634.642771,1010079269.285542,0.0001066590098440979,0.0001066590098440979,0.8353189353987602,0.6,0.9733642436118939,0.3894272222611758,0.9690247961992788,0.16326129766365455,0.32,16.705910375486496,19.716247555749284,20.07138315116337,23.994198404143855,32.349834241394475,23.081119332586713,9.332282807217917,6.280317584223704e-23,6.34361859635382e-14,2.5199963525461195e-14,3.753570503987292e-14,7.785990297327917e-16,0.37534455240119535,7.645119799366581e-18,4.6827508471216494e-17,3.031512760990742e-27,1.515756380495371e-27,1.5310340972256623e-18,6.724381836962186e-20,0.002983740057663044,5.0,10.0,0.36000000000000004,3.6000000000000005,51.46725971251966,0.1588908052824908,0.9986373689557855
70,253024856956.0283,0.5,60.0,0.9580655137290008,500.0,506049713.91205657,1012099427.8241131,0.0001066590098440979,0.0001066590098440979,0.8319876568208492,0.6,0.9733565473065243,0.3879306104131994,0.9689627646252583,0.16325084658406358,0.32,16.673060926025105,19.6849359576613,20.04054411664587,23.965844052731,32.33975362497944,23.076722339412783,9.336232722197504,6.275195784818031e-23,6.351122063298616e-14,2.515824333577724e-14,3.765454091226878e-14,7.767557410953387e-16,0.3742898672064089,7.652486695286247e-18,4.687563253367702e-17,3.0402551040707766e-27,1.5201275520353883e-27,1.5385202256346863e-18,6.757261304502477e-20,0.002966605064424055,5.0,10.0,0.36000000000000004,3.6000000000000005,51.49773900018144,0.15887935577684736,0.9986360070053764
71,253530906669.94034,0.5,60.0,0.957971371468528,500.0,507061813.3398807,1014123626.6797614,0.0001066590098440979,0.0001066590098440979,0.8286696634882426,0.6,0.9733488433597859,0.3863425057465157,0.9689006087565436,0.1632403745633025,0.32,16.707449850235857,19.719284846323035,20.075204126073825,24.001479482606698,32.39112016452625,23.112726279138595,9.35195070994099,6.28419673291328e-23,6.372952381551124e-14,2.5259372988803792e-14,3.777378038176694e-14,7.749084624430698e-16,0.3740785799359917,7.66990447063011e-18,4.698533981650367e-17,3.0537894709961653e-27,1.5268947354980826e-27,1.5484600267215505e-18,6.800917430785126e-20,0.002940367403220425,5.0,10.0,0.36000000000000004,3.6000000000000005,51.56319089380162,0.15886788478571118,0.998634643693697
72,254037968483.2802,0.5,60.0,0.957920855592258,500.0,508075936.9665604,1016151873.9331208,0.0001066590098440979,0.0001066590098440979,0.8253649024189571,0.6,0.9733411317641438,0.3847784195570753,0.9688383283441758,0.16322988155942678,0.32,16.729695600212068,19.74177700049099,20.098037056093858,24.025562798422772,32.43143190440012,23.14147097161481,9.365565576164169,6.29065199411229e-23,6.392257812078327e-14,2.5334856874130326e-14,3.7893424880568755e-14,7.730572223300547e-16,0.3737154106273968,7.68554480693167e-18,4.708417805310732e-17,3.0665198393983348e-27,1.5332599196991674e-27,1.5580249406288554e-18,6.842927032966382e-20,0.0029160047611325787,5.0,10.0,0.36000000000000004,3.6000000000000005,51.62245498723459,0.15885639226774706,0.998633279019387
73,254546044420.24677,0.5,60.0,0.9578550333531907,500.0,509092088.84049356,1018184177.6809871,0.0001066590098440979,0.0001066590098440979,0.8220733208423044,0.6,0.9733334125120552,0.3832145376754323,0.9687759231387002,0.16321936753040825,0.32,16.756230299451346,19.768458071407714,20.125048903088313,24.053730112100308,32.47569384546131,23.17282047567657,9.379948792658322,6.298011148745832e-23,6.412535302511464e-14,2.541965817507727e-14,3.801347584605592e-14,7.712020494743992e-16,0.37340579211922087,7.701859277221068e-18,4.7187165308591146e-17,3.079609727794357e-27,1.5398048638971785e-27,1.567804949136333e-18,6.885881341882289e-20,0.0028912684737203214,5.0,10.0,0.36000000000000004,3.6000000000000005,51.6840526838771,0.1588448781815399,0.9986319129810844
74,255055136509.08725,0.5,60.0,0.9577027258759905,500.0,510110273.0181745,1020220546.036349,0.0001066590098440979,0.0001066590098440979,0.8187948661980473,0.6,0.973325685595969,0.3816225447755518,0.968713392890165,0.16320883243413503,0.32,16.8068989064829,19.818707052027328,20.175570634651514,24.104865261011636,32.54202191647134,23.2186845211137,9.398568465211138,6.310438762055267e-23,6.438039279552967e-14,2.5556313791607544e-14,3.813393472081133e-14,7.693429727576223e-16,0.3733958271681661,7.721818242306223e-18,4.731250219207628e-17,3.0944818699943663e-27,1.5472409349971831e-27,1.5785269915526175e-18,6.932973112999503e-20,0.0028635442666986146,5.0,10.0,0.36000000000000004,3.6000000000000005,51.75826432530154,0.15883334248559428,0.9986305455774258
75,255565246782.1054,0.5,60.0,0.9575534831464235,500.0,511130493.56421083,1022260987.1284217,0.0001066590098440979,0.0001066590098440979,0.8155294861355609,0.6,0.9733179510083285,0.3800383692318705,0.9686507373481203,0.16319827622841135,0.32,16.856731112100775,19.868141380278843,20.225280068966843,24.155208771218753,32.60761858116777,23.2640760194056,9.41706107689881,6.322693909910557e-23,6.463443317656026e-14,2.5691565357846562e-14,3.8254802952634476e-14,7.674800212240291e-16,0.3733742297232592,7.741692093029188e-18,4.743733985396979e-17,3.109361440654216e-27,1.554680720327108e-27,1.5892894478311151e-18,6.980242383913437e-20,0.0028362033731154533,5.0,10.0,0.36000000000000004,3.6000000000000005,51.83214209963974,0.15882178513833495,0.9986291768070467
76,256076377275.66962,0.5,60.0,0.9572756704464587,500.0,512152754.5513392,1024305509.1026784,0.0001066590098440979,0.0001066590098440979,0.8122771285129947,0.6,0.973310208741567,0.3784099340916939,0.9685879562616174,0.16318769887095735,0.32,16.942413237795073,19.95259148602426,20.309919164615586,24.23967857548294,32.7059805875312,23.33101588067384,9.441838083724074,6.342477187859528e-23,6.496634324882578e-14,2.5904269527034623e-14,3.8376081994563986e-14,7.656132240800702e-16,0.37379490241395086,7.766976079730763e-18,4.759535267344258e-17,3.1268901608553987e-27,1.5634450804276993e-27,1.6014454090615725e-18,7.033632001464754e-20,0.0028044941242455525,5.0,10.0,0.36000000000000004,3.6000000000000005,51.92465833125206,0.15881020609810573,0.9986278066685806
77,256588530030.22098,0.5,60.0,0.9568876698629663,500.0,513177060.060442,1026354120.120884,0.0001066590098440979,0.0001066590098440979,0.8090377413964435,0.6,0.9733024587881147,0.3767450588502915,0.9685250493792074,0.1631771003194089,0.32,17.058792302989637,20.067036393541024,20.424480038500498,24.353388032010983,32.832417638686465,23.416419782172042,9.471999321334303,6.368710802505738e-23,6.536552572010145e-14,2.6183828961355077e-14,3.8497773304892257e-14,7.637426106936861e-16,0.3745918010658342,7.796907428167479e-18,4.7781872658023235e-17,3.1467227913285413e-27,1.5733613956642707e-27,1.6148259508791684e-18,7.092400041007437e-20,0.00276925414818413,5.0,10.0,0.36000000000000004,3.6000000000000005,52.033078673834765,0.1587986053231705,0.9986264351606607
78,257101707090.2814,0.5,60.0,0.9564331137931745,500.0,514203414.1805628,1028406828.3611256,0.0001066590098440979,0.0001066590098440979,0.8058112730591147,0.6,0.9732947011403896,0.37506134437304905,0.9684620164489405,0.16316648053131755,0.32,17.193680359732227,20.1995832402938,20.557099901467502,24.484753485869902,32.975817405415945,23.51298131511772,9.505414958425005,6.398840659830397e-23,6.580611428164391e-14,2.6504379430584877e-14,3.8619878347188886e-14,7.61868210593643e-16,0.375612739196544,7.829665251721507e-18,4.79857457624007e-17,3.1679995077856337e-27,1.5839997538928168e-27,1.6289961630257152e-18,7.154636353939204e-20,0.002732181682954418,5.0,10.0,0.36000000000000004,3.6000000000000005,52.15103734460121,0.15878698277171188,0.9986250622819178
79,257615910504.46198,0.5,60.0,0.9555539439591015,500.0,515231821.00892395,1030463642.0178479,0.0001066590098440979,0.0001066590098440979,0.8025976719805048,0.6,0.9732869357908056,0.3732192220987821,0.9683988572183654,0.16315583946415024,0.32,17.446641783150913,20.447560969527675,20.80487358040323,24.728679099302113,33.22723419273494,23.680548969441396,9.559485742274086,6.453804318451872e-23,6.650410702862431e-14,2.7081887443650474e-14,3.874239859031563e-14,7.599900534688528e-16,0.3780829468708578,7.880176845181166e-18,4.829846649106699e-17,3.197987630966244e-27,1.598993815483122e-27,1.6477049906667526e-18,7.236806503518639e-20,0.0026811815792657265,5.0,10.0,0.36000000000000004,3.6000000000000005,52.329523672514966,0.15877533840183206,0.998623688030982
80,258131142325.47092,0.5,60.0,0.9476837267696215,500.0,516262284.65094185,1032524569.3018837,0.0001066590098440979,0.0001066590098440979,0.7993968868455748,0.6,0.9732791627317685,0.36866618567686565,0.9683355714345273,0.1631451770752892,0.32,19.633668686106386,22.589859348072512,22.942714604877594,26.822286118022536,35.25511890400164,25.015085226285784,9.95137431898905,6.917547618808871e-23,7.1425378757359e-14,3.188167348319691e-14,3.886533550844823e-14,7.581081691676843e-16,0.40444151808941997,8.219059351580751e-18,5.037880677151597e-17,3.370189265505009e-27,1.6850946327525044e-27,1.7399016099156953e-18,7.641738877676945e-20,0.0024141886529790413,5.0,10.0,0.36000000000000004,3.6000000000000005,53.474756469727666,0.15876367217155202,0.9986223124064817
81,258647404610.12183,0.5,60.0,0.9221121643231482,500.0,517294809.22024363,1034589618.4404873,0.0001066590098440979,0.0001066590098440979,0.7962088665439333,0.6,0.9732713819556758,0.3572849466807553,0.9682721588439682,0.1631344933220318,0.32,26.631366107164663,29.47251310518789,29.812747852746543,33.56622629595886,41.76629922797719,29.28705351427888,11.176382691521,8.416111978373243e-23,8.707222080457588e-14,4.740511850961791e-14,3.898869058109457e-14,7.562225876972601e-16,0.49107447177111635,9.2510127822953e-18,5.670788926308525e-17,3.906616338531642e-27,1.953308169265821e-27,2.0208723535374124e-18,8.875777080060076e-20,0.0017967111467231316,5.0,10.0,0.36000000000000004,3.6000000000000005,56.72827319270322,0.15875198403881166,0.998620935407044
82,259164699419.34207,0.5,60.0,0.9509766034528615,500.0,518329398.83868414,1036658797.6773683,0.0001066590098440979,0.0001066590098440979,0.7930335601690165,0.6,0.9732635934549186,0.36699646519737134,0.9682086191927249,0.16312378816159034,0.32,18.741419252146816,21.716725863850172,22.07226825943705,25.97350497934862,34.47427838679806,24.50699721102035,9.815428282779173,6.732077659682713e-23,6.978867532557353e-14,3.000235497469378e-14,3.9112465293113804e-14,7.543333392227409e-16,0.3920281459632331,8.11217567206303e-18,4.973018198931914e-17,3.328606399902661e-27,1.6643031999513304e-27,1.7253145542321429e-18,7.57767176612732e-20,0.002474884288321656,5.0,10.0,0.36000000000000004,3.6000000000000005,53.13150691482761,0.15874027396146956,0.9986195570312947
83,259683028818.1808,0.5,60.0,0.9547322417277234,500.0,519366057.6363616,1038732115.2727232,0.0001066590098440979,0.0001066590098440979,0.7898709170172791,0.6,0.97325579722188,0.36697351030801667,0.9681449522263285,0.16311306155109187,0.32,17.7087208049222,20.706775194228847,21.065051471924914,24.990087832040633,33.54785533711629,23.900611358884635,9.6449270098918,6.516102596432431e-23,6.768485033326343e-14,2.777677815174667e-14,3.923666113473561e-14,7.524404540665993e-16,0.37869391219314946,7.970325089310881e-18,4.886380657391032e-17,3.2642930105133956e-27,1.6321465052566978e-27,1.6953629918402726e-18,7.446122937462111e-20,0.0025733657477691077,5.0,10.0,0.36000000000000004,3.6000000000000005,52.65918394147691,0.15872854189730276,0.9986181772778581
84,260202394875.81714,0.5,60.0,0.9553129190869795,500.0,520404789.7516343,1040809579.5032686,0.0001066590098440979,0.0001066590098440979,0.7867208865873833,0.6,0.9732479932489365,0.36572938235294333,0.9680811576898031,0.16310231344757806,0.32,17.555765029088317,20.557987385120253,20.9170192400103,24.847169255088822,33.42831777311033,23.82438955621014,9.628150939843694,6.485748649059938e-23,6.750429324191966e-14,2.7473782460825766e-14,3.93612796015795e-14,7.505439627078802e-16,0.37617748814169716,7.960103688126923e-18,4.88043579509701e-17,3.2648827156327486e-27,1.6324413578163743e-27,1.6990606031926053e-18,7.462363039928038e-20,0.002572436225921455,5.0,10.0,0.36000000000000004,3.6000000000000005,52.63019429543686,0.1587167878040068,0.9986167961453573
85,260722799665.5688,0.5,60.0,0.955262423039812,500.0,521445599.3311376,1042891198.6622752,0.0001066590098440979,0.0001066590098440979,0.7835834185793914,0.6,0.9732401815284561,0.3642486635842816,0.9680172353276655,0.1630915438080051,0.32,17.578290776308556,20.580760466082534,20.940135645092994,24.871544310630913,33.46928107907594,23.853672782355762,9.642064135490774,6.492296317752125e-23,6.77075868889119e-14,2.7554164019629574e-14,3.94863221946747e-14,7.486438957814484e-16,0.3758056457396841,7.976296262170132e-18,4.890686589833253e-17,3.278483314813285e-27,1.6392416574066423e-27,1.7095506969899478e-18,7.508436080578604e-20,0.0025511372894482594,5.0,10.0,0.36000000000000004,3.6000000000000005,52.691027712171504,0.15870501163919548,0.9986154136324138
86,261244245264.8999,0.5,60.0,0.9551576054756704,500.0,522488490.5297998,1044976981.0595996,0.0001066590098440979,0.0001066590098440979,0.7804584628939641,0.6,0.9732323620528005,0.3627533054066681,0.9679531848839232,0.16308075258924343,0.32,17.615945255859227,20.618322547470985,20.978005543806773,24.910340182849414,33.52410451890325,23.8920752558815,9.658640952523058,6.502026376081755e-23,6.794467893247801e-14,2.7667917868928703e-14,3.961179042047924e-14,7.467402840772244e-16,0.37561763351035077,7.994804271684213e-18,4.902359196134553e-17,3.2932685056654016e-27,1.6466342528327008e-27,1.7206948904344452e-18,7.557381961092671e-20,0.002528281951990103,5.0,10.0,0.36000000000000004,3.6000000000000005,52.75971924064707,0.15869321336040063,0.998614029737648
87,261766733755.4297,0.5,60.0,0.95476206960488,500.0,523533467.5108594,1047066935.0217187,0.0001066590098440979,0.0001066590098440979,0.7773459696315593,0.6,0.9732245348143221,0.36115411002530384,0.9678890061020745,0.16306993974807757,0.32,17.734449488687172,20.7349240682821,21.09472393178767,25.026203083103038,33.65285302858009,23.979080703612166,9.68936884402441,6.528749122775231e-23,6.836037333509996e-14,2.7959826093722464e-14,3.9737685790899754e-14,7.448331585394088e-16,0.3764085712364868,8.025548491303195e-18,4.921537656604063e-17,3.3141634218857064e-27,1.6570817109428532e-27,1.735075468157479e-18,7.620542210639707e-20,0.002496502163919353,5.0,10.0,0.36000000000000004,3.6000000000000005,52.869851300771,0.1586813929250718,0.9986126444596786
88,262290267222.94058,0.5,60.0,0.9537224767188585,500.0,524580534.4458812,1049161068.8917624,0.0001066590098440979,0.0001066590098440979,0.7742458890916363,0.6,0.973216699805369,0.3593192486933147,0.9678246987251065,0.16305910524120598,0.32,18.031820200376693,21.02646961243046,21.385969437076888,25.312695358394507,33.945252633825206,24.17365882059784,9.751378776208934,6.593099854486674e-23,6.917223690643362e-14,2.864742331692563e-14,3.986400982330985e-14,7.429225502656909e-16,0.37935992914745836,8.083326069311481e-18,4.957298187889711e-17,3.3485940986533854e-27,1.6742970493266927e-27,1.7566072819139167e-18,7.715111062896496e-20,0.002445427384557727,5.0,10.0,0.36000000000000004,3.6000000000000005,53.07101730532973,0.1586695502905767,0.9986112577971232
89,262814847757.38644,0.5,60.0,0.9455847159298241,500.0,525629695.5147729,1051259391.0295458,0.0001066590098440979,0.0001066590098440979,0.7711581717718619,0.6,0.9732088570182789,0.35482970154172655,0.9677602624954947,0.163048249025241,0.32,20.28981140236333,23.239410473607457,23.594347347500737,27.4758674555543,36.03926341424815,25.551652645933594,10.15578616830979,7.072055891010274e-23,7.434565169310372e-14,3.3695532226917115e-14,3.999076404057209e-14,7.410084905064507e-16,0.40610633565233584,8.435118906522432e-18,5.173388219101093e-17,3.5317123959803284e-27,1.7658561979901642e-27,1.856372911344889e-18,8.153286925677331e-20,0.0021984122072185464,5.0,10.0,0.36000000000000004,3.6000000000000005,54.242935445984195,0.15865768541420053,0.998609869748598
90,263340477452.9012,0.5,60.0,0.9410052872125516,500.0,526680954.9058024,1053361909.8116049,0.0001066590098440979,0.0001066590098440979,0.7680827683673191,0.6,0.9732010064453832,0.3517002194624114,0.9676956971552022,0.1630373710567085,0.32,21.557078420834422,24.48417426613763,24.83692443997716,28.695371068360334,37.228696519280255,26.33487586781619,10.38680468704576,7.343087863923214e-23,7.734929056256574e-14,3.657374168944883e-14,4.011794997105582e-14,7.390910106639423e-16,0.4208284417058393,8.637032939648978e-18,5.29757863713639e-17,3.641390686634191e-27,1.8206953433170956e-27,1.9178511240215916e-18,8.423302451419854e-20,0.0020679747517875855,5.0,10.0,0.36000000000000004,3.6000000000000005,54.9015875765642,0.15864579825314565,0.9986084803127175
91,263867158407.807,0.5,60.0,0.9168063638012937,500.0,527734316.815614,1055468633.631228,0.0001066590098440979,0.0001066590098440979,0.7650196297697213,0.6,0.9731931480790064,0.34128660642923647,0.967631002445678,0.16302647129204786,0.32,28.160409507435347,30.98446786516255,31.325702684686274,35.068671569458424,43.382366451887485,30.371035182206345,11.541155202248312,8.759787829287362e-23,9.245681291077393e-14,5.155369916982735e-14,4.0245569148657595e-14,7.371701422914691e-16,0.5010167262553774,9.613347071786552e-18,5.896801295885911e-17,4.1686173469147715e-27,2.0843086734573858e-27,2.1999224276397844e-18,9.662174370873164e-20,0.001577959031484653,5.0,10.0,0.36000000000000004,3.6000000000000005,57.891239240547144,0.15863388876453208,0.9986070894880952
92,264394892724.62265,0.5,60.0,0.9510243153247219,500.0,528789785.4492453,1057579570.8984905,0.0001066590098440979,0.0001066590098440979,0.7619687070666263,0.6,0.9731852819114639,0.35260973094101633,0.9675661781078565,0.1630155496876117,0.32,18.814461041573814,21.795323978326238,22.154613658035444,26.0715143837183,34.74389248892292,24.70816204384743,9.92848981433014,6.765187792405695e-23,7.154724402540122e-14,3.0521210719148966e-14,4.0373623112821587e-14,7.352459170925439e-16,0.3861631003539885,8.253666545525999e-18,5.063116102324337e-17,3.4574081727782454e-27,1.7287040863891227e-27,1.8282421258938754e-18,8.029735044573539e-20,0.0022939211085338954,5.0,10.0,0.36000000000000004,3.6000000000000005,53.66609855317151,0.1586219569053969,0.9986056972733429
93,264923682510.07187,0.5,60.0,0.9464050822305671,500.0,529847365.02014375,1059694730.0402875,0.0001066590098440979,0.0001066590098440979,0.7589299515406576,0.6,0.9731774079350656,0.34949484897708094,0.9675012238821564,0.16300460619966575,0.32,20.099024853167997,23.054905854070807,23.411785918534193,27.303872925062503,35.944314628464575,25.499162233941952,10.162961955610594,7.038513153840741e-23,7.458675296444277e-14,3.3433992386091306e-14,4.050211340855831e-14,7.333183669200399e-16,0.40096283604237865,8.460120916891962e-18,5.190111564411307e-17,3.56857849340494e-27,1.78428924670247e-27,1.8908019115981617e-18,8.304500895625741e-20,0.0021532243313286637,5.0,10.0,0.36000000000000004,3.6000000000000005,54.35214113776652,0.15861000263269415,0.9986043036670713
94,265453529875.09204,0.5,60.0,0.952507102383723,500.0,530907059.75018406,1061814119.5003681,0.0001066590098440979,0.0001066590098440979,0.7559033146687237,0.6,0.973169526142113,0.3503426234323637,0.96743613950848,0.16299364078438874,0.32,18.421048620529255,21.41168336732334,21.772659960475742,25.70145477909094,34.4245875748018,24.50321423091741,9.8800295203144,6.685915850786941e-23,7.099199852156891e-14,2.971301365591569e-14,4.063104158646528e-14,7.313875237753236e-16,0.38011620023209775,8.220624154425713e-18,5.043524468111071e-17,3.4524927287302656e-27,1.7262463643651328e-27,1.832952763419075e-18,8.05042441097783e-20,0.002300457642292856,5.0,10.0,0.36000000000000004,3.6000000000000005,53.569073880429755,0.15859802590329475,0.9986029086678896
95,265984436934.84222,0.5,60.0,0.9530134003004944,500.0,531968873.86968446,1063937747.7393689,0.0001066590098440979,0.0001066590098440979,0.7528887481212463,0.6,0.9731616365249003,0.34912809471719397,0.9673709247262112,0.1629826533978721,0.32,18.289316224093476,21.283538413351433,21.64521839251693,25.57862426901259,34.32471618239837,24.440019361884207,9.867177224972073,6.660031318851419e-23,7.085858721252437e-14,2.9452454006110356e-14,4.076040920274793e-14,7.294534198073826e-16,0.3778888022626588,8.21386640842776e-18,5.039718176863968e-17,3.4549785028844274e-27,1.7274892514422137e-27,1.8379410234233973e-18,8.07233310983169e-20,0.0022971485849352827,5.0,10.0,0.36000000000000004,3.6000000000000005,53.55298772750453,0.15858602667398627,0.9986015122744055
96,266516405808.71188,0.5,60.0,0.9519740681451438,500.0,533032811.6174238,1066065623.2348475,0.0001066590098440979,0.0001066590098440979,0.7498862037613859,0.6,0.9731537390757133,0.347353710077417,0.967305579274216,0.16297164399611996,0.32,18.58637563859188,21.574936445843388,21.936326243309313,25.865062312646103,34.617198261927705,24.634713686085004,9.929289553676908,6.724369627550936e-23,7.168619297856568e-14,3.0152338402108093e-14,4.089021781923886e-14,7.275160873119338e-16,0.38077778903942566,8.27214394890564e-18,5.0758179435820035e-17,3.490521118285773e-27,1.7452605591428866e-27,1.86056228568986e-18,8.171686876928975e-20,0.002250604829531962,5.0,10.0,0.36000000000000004,3.6000000000000005,53.7537945009298,0.1585740049014728,0.9986001144852255
97,267049438620.3293,0.5,60.0,0.9319642520098369,500.0,534098877.24065864,1068197754.4813173,0.0001066590098440979,0.0001066590098440979,0.7468956336442741,0.6,0.9731458337868308,0.3386936908504725,0.9672401028908401,0.1629606125350488,0.32,24.093162067579897,26.9817223394751,27.33226054297501,31.154950127044234,39.71594969035869,27.984233930603576,10.899158748594653,7.895733036165757e-23,8.434204299216216e-14,4.2678351493052916e-14,4.10204690034182e-14,7.255755587305253e-16,0.4462156153048608,9.108896441041404e-18,5.589630708513878e-17,3.934272734334927e-27,1.9671363671674635e-27,2.1012906501668206e-18,9.228978445198926e-20,0.0017715395811521112,5.0,10.0,0.36000000000000004,3.6000000000000005,56.43598367041865,0.15856196054237467,0.9985987152989543
98,267583537497.56998,0.5,60.0,0.9445633502460853,500.0,535167074.99513996,1070334149.9902799,0.0001066590098440979,0.0001066590098440979,0.7439169900162492,0.6,0.973137920650526,0.3419006832335061,0.9671744953139088,0.16294955897048738,0.32,20.650707731826238,23.599427325158935,23.95708414260154,27.846571562505062,36.55389390676402,25.911960883354134,10.310256827380663,7.164146832551824e-23,7.668031010424912e-14,3.4889220980882623e-14,4.115116432843289e-14,7.236318666496189e-16,0.4040629825664008,8.610622046776132e-18,5.284225438336808e-17,3.677071721188132e-27,1.838535860594066e-27,1.9678477175755976e-18,8.642890105420342e-20,0.0020280356480476174,5.0,10.0,0.36000000000000004,3.6000000000000005,54.87590287854448,0.15854989355322888,0.9985973147141959
99,268118704572.56512,0.5,60.0,0.9517285752170761,500.0,536237409.1451303,1072474818.2902606,0.0001066590098440979,0.0001066590098440979,0.7409502253140915,0.6,0.973129999659061,0.3431176106496027,0.9671087562807253,0.16293848325817664,0.32,18.68089091641364,21.669633992256816,22.031999468724784,25.9639655133185,34.76588233491991,24.73986331935557,9.97650459695538,6.749766047272105e-23,7.238954115049921e-14,3.047013597864395e-14,4.128230537312002e-14,7.216850437996687e-16,0.37993174772251415,8.32647765620399e-18,5.110197106113142e-17,3.5362882115174e-27,1.7681441057587e-27,1.8962900285345572e-18,8.328604992270678e-20,0.0021927265731189424,5.0,10.0,0.36000000000000004,3.6000000000000005,53.95428538550006,0.15853780389048786,0.9985959127295522
100,268654941981.71027,0.5,60.0,0.9524229580466282,500.0,537309883.9634205,1074619767.926841,0.0001066590098440979,0.0001066590098440979,0.7379952921642656,0.6,0.9731220708046939,0.34199580098169713,0.9670428855280707,0.1629273853537694,0.32,18.497173851780644,21.490600307215825,21.853791192749927,25.791493474902886,34.618645259861204,24.645576288518246,9.954664214119546,6.712967529331787e-23,7.213887608470945e-14,3.009013824758659e-14,4.141389372202317e-14,7.197351230541785e-16,0.37710621531771255,8.311915944998269e-18,5.101607643767401e-17,3.5348547246741485e-27,1.7674273623370742e-27,1.8993123819422155e-18,8.341879326523694e-20,0.002194505363070471,5.0,10.0,0.36000000000000004,3.6000000000000005,53.91276258302283,0.15852569151052057,0.9985945093436243
101,269192251865.67368,0.5,60.0,0.9524512550390851,500.0,538384503.7313473,1076769007.4626946,0.0001066590098440979,0.0001066590098440979,0.7350521433821636,0.6,0.9731141340796728,0.34063925291008684,0.9669768827922016,0.16291626521283017,0.32,18.498191297048216,21.492339884535067,21.855928707420922,25.795377050660672,34.640454443042984,24.662407602964983,9.965132317506164,6.715038942397832e-23,7.230545817079056e-14,3.012688333626637e-14,4.154593096541722e-14,7.17782137428753e-16,0.3764696392925296,8.32546726408468e-18,5.1102738288337725e-17,3.5478646876756824e-27,1.7739323438378412e-27,1.9101153691802437e-18,8.38932661153189e-20,0.0021784404400265827,5.0,10.0,0.36000000000000004,3.6000000000000005,53.964553851155884,0.15851355636961117,0.9985931045550114
102,269730636369.40503,0.5,60.0,0.9523139762189747,500.0,539461272.7388101,1078922545.4776201,0.0001066590098440979,0.0001066590098440979,0.7321207319713503,0.6,0.9731061894762394,0.3392291019148897,0.9669107478088506,0.1629051227908352,0.32,18.5451733170464,21.53904905522629,21.902928663385556,25.843124503405573,34.70432073430919,24.70689330707672,9.983654924525892,6.726776346889867e-23,7.257670659045062e-14,3.0267833154453833e-14,4.16784186993253e-14,7.158261200801343e-16,0.3763749312482937,8.34605894888792e-18,5.1232636554984124e-17,3.56453964770868e-27,1.78226982385434e-27,1.9229310950808744e-18,8.44561395002412e-20,0.0021581065705770248,5.0,10.0,0.36000000000000004,3.6000000000000005,54.03970557564091,0.15850139842395966,0.9985916983623115
103,270270097642.14383,0.5,60.0,0.9521304328593595,500.0,540540195.2842877,1081080390.5685754,0.0001066590098440979,0.0001066590098440979,0.7292010111228147,0.6,0.9730982369866269,0.3378083644755356,0.9668444803132238,0.162893958043172,0.32,18.605010580565633,21.598337034288544,21.962477661666426,25.903142989101706,34.7799714047002,24.75913428929193,10.004444647381906,6.741218822916986e-23,7.287799477987328e-14,3.043837010339097e-14,4.181135852554206e-14,7.138671043052238e-16,0.3764301527996563,8.368654580241232e-18,5.137486178599256e-17,3.582303620566185e-27,1.7911518102830926e-27,1.9363790986284565e-18,8.504678285013544e-20,0.002136756345294082,5.0,10.0,0.36000000000000004,3.6000000000000005,54.121462544179906,0.1584892176296814,0.9985902907641213
104,270810637837.42813,0.5,60.0,0.9515932132208121,500.0,541621275.6748563,1083242551.3497126,0.0001066590098440979,0.0001066590098440979,0.7262929342142208,0.6,0.9730902766030634,0.33626858191893017,0.966778080040001,0.16288277092513942,0.32,18.762948316862307,21.75362131405059,22.11779465984891,26.056804849109515,34.9453517991313,24.870366347554793,10.042402167269854,6.77628937188561e-23,7.34036498788531e-14,3.08327919299978e-14,4.1944752051651544e-14,7.119051235400962e-16,0.3776332283659052,8.406274190334624e-18,5.1609351575914255e-17,3.6079167924435155e-27,1.8039583962217578e-27,1.9541244956519927e-18,8.582616996927913e-20,0.002106525691221623,5.0,10.0,0.36000000000000004,3.6000000000000005,54.25278674835573,0.15847701394280725,0.9985888817590362
